City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
166,Darnah,LY,2022-07-25 19:04:32,32.767,22.6367,81.07,68,0,14.34
167,Vao,NC,2022-07-25 19:04:32,-22.6667,167.4833,69.73,73,71,14.72
168,Harwich,GB,2022-07-25 19:04:32,51.9419,1.2844,71.37,67,98,11.99
169,Yokadouma,CM,2022-07-25 19:04:33,3.5167,15.05,70.09,98,100,2.13
170,Cananeia,BR,2022-07-25 19:04:33,-25.0147,-47.9267,69.84,75,100,4.54
171,Manggar,ID,2022-07-25 19:01:38,-2.8833,108.2667,80.55,76,100,11.74
172,Bengkulu,ID,2022-07-25 19:04:34,-3.8004,102.2655,71.65,87,100,4.07
173,Esperance,AU,2022-07-25 19:04:34,-33.8667,121.9,51.37,61,0,16.51
174,Bethel,US,2022-07-25 19:04:35,41.3712,-73.414,83.25,65,40,6.91
175,Port Moresby,PG,2022-07-25 19:02:06,-9.4431,147.1797,75.38,89,79,6.78
176,Pisco,PE,2022-07-25 19:04:35,-13.7,-76.2167,62.65,82,75,8.05
177,Santa Maria,BR,2022-07-25 19:03:07,-29.6842,-53.8069,78.03,69,0,4.79
178,Camacha,PT,2022-07-25 19:04:36,33.0833,-16.3333,72.82,64,20,5.75
179,Yarmouth,US,2022-07-25 19:04:36,41.7057,-70.2286,82.87,87,100,14.97
180,Nanortalik,GL,2022-07-25 19:04:36,60.1432,-45.2371,42.24,96,100,4.94
181,Barroquinha,BR,2022-07-25 19:04:37,-3.0189,-41.1361,85.19,53,100,11.65
182,San Ignacio,BZ,2022-07-25 19:05:37,17.1561,-89.0714,87.94,66,75,3.44
183,Kansanshi,ZM,2022-07-25 19:05:37,-12.0951,26.4273,59.65,45,6,4.21
184,Mitu,CO,2022-07-25 19:05:38,1.1983,-70.1733,72.0,98,100,1.48
185,Barao De Melgaco,BR,2022-07-25 19:05:09,-16.1944,-55.9675,100.72,15,0,1.12
186,Pointe Michel,DM,2022-07-25 19:05:38,15.25,-61.3833,82.62,75,19,16.55
187,Half Moon Bay,US,2022-07-25 19:03:16,37.4636,-122.4286,77.88,70,100,14.97
188,Daru,PG,2022-07-25 19:05:39,-9.0763,143.2092,75.81,87,100,14.54
189,Harper,LR,2022-07-25 19:05:39,4.375,-7.7169,74.41,74,53,7.11
190,Saint-Paul,RE,2022-07-25 19:05:40,-21.0096,55.2707,68.36,79,42,4.52
191,Lebu,CL,2022-07-25 19:03:41,-37.6167,-73.65,52.11,93,100,19.93
192,Taltal,CL,2022-07-25 19:04:12,-25.4,-70.4833,60.62,75,22,5.39
193,Gamba,GA,2022-07-25 19:05:30,-2.65,10.0,71.38,90,22,6.91
194,Hirara,JP,2022-07-25 19:05:41,24.8,125.2833,84.61,74,1,2.24
195,Kavaratti,IN,2022-07-25 19:04:35,10.5669,72.642,81.48,78,14,15.68
196,Enfield,AU,2022-07-25 19:04:18,-34.8526,138.6026,53.64,70,4,19.57
197,Banepa,NP,2022-07-25 19:05:41,27.6298,85.5214,68.32,94,75,2.3
198,Bandarbeyla,SO,2022-07-25 19:05:21,9.4942,50.8122,76.24,83,27,31.99
199,Kutum,SD,2022-07-25 19:05:42,14.2,24.6667,89.04,24,90,2.89
200,North Bend,US,2022-07-25 19:05:42,43.4065,-124.2243,80.92,85,0,9.22
201,Senneterre,CA,2022-07-25 19:05:42,48.3835,-77.2328,59.79,71,99,11.1
202,Riyadh,SA,2022-07-25 19:03:04,24.6877,46.7219,97.93,12,100,14.76
203,Claresholm,CA,2022-07-25 19:03:06,50.0333,-113.5852,67.68,64,95,3.13
204,Kisangani,CD,2022-07-25 19:05:43,0.5167,25.2,72.63,96,98,2.24
205,Ambilobe,MG,2022-07-25 19:05:44,-13.2,49.05,68.79,80,27,2.89
206,Siavonga,ZM,2022-07-25 19:05:44,-16.5382,28.7088,69.71,45,1,4.61
207,Faanui,PF,2022-07-25 19:05:44,-16.4833,-151.75,77.16,78,11,8.72
208,Miles City,US,2022-07-25 19:05:45,46.4083,-105.8406,85.17,32,0,9.22
209,Corinth,GR,2022-07-25 19:05:16,37.9407,22.9573,87.89,50,0,4.92
210,Kharan,PK,2022-07-25 19:05:45,28.5833,65.4167,85.44,58,99,7.36
211,Panjab,AF,2022-07-25 19:05:46,34.388,67.0233,69.55,40,98,1.07
212,Nemuro,JP,2022-07-25 19:05:46,43.3236,145.575,61.43,91,2,2.51
213,Bredasdorp,ZA,2022-07-25 19:05:46,-34.5322,20.0403,49.93,82,0,3.71
214,Houma,US,2022-07-25 19:01:47,29.5958,-90.7195,80.6,83,75,8.05
215,San Cristobal,VE,2022-07-25 19:04:00,7.7669,-72.225,81.79,49,37,8.37
216,Andros Town,BS,2022-07-25 19:03:18,24.7,-77.7667,85.42,67,70,17.52
217,Grand-Lahou,CI,2022-07-25 19:05:47,5.1367,-5.0242,74.98,81,42,6.42
218,Huarmey,PE,2022-07-25 19:05:48,-10.0681,-78.1522,68.0,73,28,12.26
219,Fortuna,US,2022-07-25 19:05:48,40.5982,-124.1573,57.97,75,36,6.73
